id_perevozki,data_sozdaniya_zakaza,status_perevozki,gruzootpravitel,gruzopoluchatel,tip_gruza,kategorija_perevozki,rasstoyanie_km,gos_nomer_avto,marka_model_avto,tip_kuzova,gruzopodemnost_tonn,id_voditelya,fio_voditelya,kompaniya_perevozchik,punkt_zagruzki,gorod_zagruzki,region_zagruzki,punkt_razgruzki,gorod_razgruzki,region_razgruzki,data_viezda,planovaya_data_pribytiya,fakticheskaya_data_pribytiya,otklonenie_ot_plana_chas,tarif_summa,sebestoimost_perevozki,pribyl,tonnazh_gruza_tonn,obem_gruza_m3,protsent_zagruzki_tonn,protsent_zagruzki_obem,kolichestvo_pozitsiy,kommentariy_perevozki,nalichie_dokumentov
P-000045,2025-07-27 23:55:02,Доставлена,РАО «Новикова»,АО «Фомичева Цветкова»,Продукты питания,Междугородняя,1643.35,Т848МА77,ГАЗель Next,Рефрижератор,5.0,VOD-1611,Киселев Тимофей Харитонович,Субподрядчик,"к. Чикола, бул. Клубный, д. 852, 576178",Красноярск,Красноярский край,"к. Алагир, ул. Мичурина, д. 682 к. 7/8, 791179",Санкт-Петербург,Ленинградская область,2025-07-03 10:37:22,2025-07-06 13:03:37,2025-08-20 21:01:53,1087.97,191047.13,141950.67,49096.46,4.39,15.11,0.88,0.7,17,,Полный пакет
P-000046,2025-08-23 08:34:45,Доставлена,Вирлпул Рус (Whirlpool),"НПО «Меркушев, Панов и Орехова»",Стройматериалы,Междугородняя,1223.5,Е637УЕ77,ГАЗель Next,Фургон,10.0,VOD-1607,Наталья Мироновна Шарова,Собственный парк,"ст. Яшкуль, пер. Родниковый, д. 6 стр. 4, 898480",Владивосток,Приморский край,"ст. Тула, пер. Орловский, д. 5 к. 984, 467492",Красноярск,Красноярский край,2025-08-05 12:11:37,2025-08-14 20:06:37,2025-08-18 17:25:30,93.31,146850.25,103748.94,43101.31,5.87,19.9,0.59,0.93,79,,Проблема
P-000047,2025-08-15 20:50:47,Доставлена,"ОАО «Блинова, Никифорова и Калашников»",АО «Кудряшов»,Оборудование,Международная,1787.39,В355НУ77,Scania R-series,Фургон,20.0,VOD-2777,Аскольд Тихонович Фокин,Субподрядчик,"д. Оленек, алл. Техническая, д. 170 стр. 4/9, 526204",Владивосток,Приморский край,"д. Наро-Фоминск, бул. Короткий, д. 8 к. 73, 937355",Санкт-Петербург,Ленинградская область,2025-07-20 11:45:08,2025-08-16 03:34:28,2025-07-04 01:51:48,-1033.71,248031.4,177142.56,70888.84,17.07,49.96,0.85,0.78,94,,Проблема
P-000048,2025-08-19 23:49:00,Доставлена,"АО «Голубева, Беляев и Шубин»",Карпова Лимитед,Стройматериалы,Междугородняя,2879.72,М233МТ77,КАМАЗ 5490,Бортовой,5.0,VOD-4632,Лаврентьева Анжелика Ивановна,Субподрядчик,"к. Калининград, алл. Циолковского, д. 58, 358297",Ростов-на-Дону,Ростовская область,"с. Кулунда, ш. Майское, д. 3 к. 20, 345037",Калининград,Калининградская область,2025-07-05 21:27:51,2025-07-25 07:14:04,2025-07-25 08:31:06,1.28,299565.47,236574.6,62990.87,4.82,14.82,0.96,0.8,40,,Полный пакет
P-000049,2025-07-31 13:34:05,Доставлена,НПО «Михеева Гаврилов»,ООО «Бирюкова-Потапова»,Стройматериалы,Междугородняя,1167.94,О705ВЕ77,ГАЗель Next,Цистерна,10.0,VOD-4567,Эдуард Витальевич Мухин,Собственный парк,"клх Нефтеюганск, наб. Авиационная, д. 85 стр. 371, 065230",Санкт-Петербург,Ленинградская область,"с. Усть-Баргузин, пер. Пушкинский, д. 6 к. 142, 495172",Калининград,Калининградская область,2025-07-19 12:48:44,2025-07-24 21:49:07,2025-07-01 06:56:03,-566.88,148987.15,112445.07,36542.08,8.86,28.0,0.89,0.73,43,,Проблема
P-000050,2025-08-15 08:46:38,Доставлена,РАО «Некрасов»,НПО «Сысоева»,Опасный груз,Междугородняя,4049.66,Х112СТ77,КАМАЗ 5490,Рефрижератор,20.0,VOD-3958,Кудрявцева Фаина Николаевна,Собственный парк,"клх Ростов-на-Дону, пер. Лермонтова, д. 60 стр. 50, 977138",Мурманск,Мурманская область,"д. Мытищи, пер. Сибирский, д. 56 к. 4, 708601",Екатеринбург,Свердловская область,2025-08-21 14:04:14,2025-08-23 04:55:41,2025-07-06 20:08:15,-1136.79,592253.62,410383.4,181870.22,12.47,32.46,0.62,0.72,72,,Ожидание
P-000051,2025-08-09 11:56:40,Доставлена,РАО «Селезнева Авдеев»,АО «Ширяев-Лыткина»,Опасный груз,Междугородняя,766.98,Т794ХЕ77,КАМАЗ 5490,Рефрижератор,25.0,VOD-5462,Хохлов Януарий Ерофеевич,Собственный парк,"г. Глазов, пр. Дарвина, д. 9 к. 9/9, 948661",Самара,Самарская область,"ст. Алагир, ш. Куйбышева, д. 11 к. 72, 115864",Уфа,Республика Башкортостан,2025-07-10 20:55:33,2025-08-22 08:20:42,2025-07-10 23:05:25,-1017.25,81762.49,62433.04,19329.45,22.35,65.68,0.89,1.0,49,,Ожидание
P-000052,2025-08-19 05:08:45,Запланирована,ОАО «Шаров Максимова»,"ЗАО «Дорофеева, Мухин и Суханова»",Стройматериалы,Междугородняя,992.19,В751РА77,ГАЗель Next,Бортовой,25.0,VOD-9440,Аким Анатольевич Пестов,Субподрядчик,"п. Макушино, ш. Геологическое, д. 1/4 стр. 6/4, 513237",Омск,Омская область,"ст. Малоярославец, алл. Загородная, д. 944 к. 7/7, 677663",Екатеринбург,Свердловская область,2025-07-07 05:41:35,2025-08-13 18:09:58,2025-08-15 16:16:04,46.1,126077.29,92423.34,33653.95,22.9,75.57,0.92,0.89,3,,Ожидание
P-000053,2025-07-06 05:07:39,Проблемная,ОАО «Медведева Сафонова»,"НПО «Аксенова, Лапин и Михайлов»",Стройматериалы,Международная,2481.41,Т397МА77,MAN TGS,Фургон,10.0,VOD-1313,Горбачева Олимпиада Макаровна,Субподрядчик,"п. Городовиковск, пр. Хвойный, д. 1 к. 29, 342764",Екатеринбург,Свердловская область,"г. Мураши, алл. Новостройка, д. 15, 576195",Калининград,Калининградская область,2025-08-09 12:24:22,2025-08-13 13:33:02,2025-07-28 05:56:09,-391.61,276860.33,172895.13,103965.2,9.8,26.22,0.98,0.87,18,,Ожидание
P-000054,2025-07-22 06:26:37,Доставлена,РАО «Тихонов-Красильникова»,Торговая сеть Красное и Белое,ТНП,Междугородняя,4744.25,С309ХР77,Volvo FH,Бортовой,10.0,VOD-7905,Наина Петровна Костина,Собственный парк,"ст. Заводоуковск, наб. Красногвардейская, д. 60, 944530",Челябинск,Челябинская область,"клх Лагань, пер. Микрорайон, д. 890, 293966",Москва,Московская область,2025-08-09 16:52:25,2025-08-16 11:58:00,2025-08-19 22:01:04,82.05,528142.68,330421.99,197720.69,8.37,23.35,0.84,0.81,17,,Проблема
P-000055,2025-07-28 14:45:13,Доставлена,"НПО «Данилов, Елисеева и Устинова»","ИП «Ширяева, Пестова и Афанасьева»",Сырье,Междугородняя,958.02,К361ЕЕ77,КАМАЗ 5490,Бортовой,5.0,VOD-8685,Борисов Пахом Васильевич,Субподрядчик,"д. Лабытнанги, наб. Клары Цеткин, д. 932, 335464",Красноярск,Красноярский край,"клх Апшеронск, наб. Щетинкина, д. 82 к. 9/8, 314698",Хабаровск,Хабаровский край,2025-08-23 21:38:04,2025-08-26 17:39:02,2025-07-07 08:20:09,-1209.31,129582.98,105163.24,24419.74,3.39,9.98,0.68,0.66,31,,Ожидание
P-000056,2025-08-17 19:22:30,Доставлена,ОАО «Трофимов Мартынов»,АО «Некрасов»,Сырье,Международная,4470.87,Р471СТ77,КАМАЗ 5490,Цистерна,10.0,VOD-8623,Марина Артемовна Федосеева,Субподрядчик,"д. Ельня, алл. Победы, д. 31, 262616",Петрозаводск,Республика Карелия,"с. Петушки, ул. Дачная, д. 52, 982463",Сочи,Краснодарский край,2025-07-31 16:13:20,2025-08-02 03:05:43,2025-07-02 01:36:23,-745.49,505365.66,360768.08,144597.58,8.48,27.15,0.85,0.84,43,,Проблема
P-000057,2025-07-13 02:36:15,Доставлена,Самсунг Электроникс Рус Калуга (Samsung),"НПО «Соболева, Артемьев и Воробьев»",Стройматериалы,Международная,1287.6,В955ВХ77,ГАЗель Next,Бортовой,20.0,VOD-3869,Сафонов Амвросий Ермилович,Собственный парк,"клх Якутск, наб. Сенная, д. 63 стр. 772, 658258",Новосибирск,Новосибирская область,"г. Обоянь, пр. Щетинкина, д. 8/9, 265304",Петрозаводск,Республика Карелия,2025-07-21 02:41:43,2025-08-23 02:00:17,2025-08-12 10:30:31,-255.5,158216.36,114426.02,43790.34,14.83,37.31,0.74,0.81,55,,Ожидание
P-000058,2025-08-15 02:35:31,Доставлена,ЗАО «Жукова Абрамова»,РАО «Константинова-Сергеев»,ТНП,Международная,2637.45,Р547АС77,MAN TGS,Цистерна,5.0,VOD-4472,Эмилия Артемовна Исаева,Собственный парк,"к. Ставрополь, ул. Комарова, д. 8 к. 7, 158886",Нижний Новгород,Нижегородская область,"с. Тавда, алл. Школьная, д. 1, 519229",Калининград,Калининградская область,2025-08-01 07:48:34,2025-08-12 21:25:20,2025-08-17 03:54:43,102.49,372171.29,262930.23,109241.06,4.28,12.17,0.86,0.9,85,,Проблема
P-000059,2025-07-25 17:53:25,Доставлена,ООО «Медведев»,ОАО «Фролов»,Опасный груз,Междугородняя,4248.88,О961УР77,ГАЗель Next,Цистерна,10.0,VOD-9015,Большакова Антонина Болеславовна,Собственный парк,"п. Шуя, ул. Победы, д. 751 стр. 100, 641940",Москва,Московская область,"клх Кинешма, ш. Бабушкина, д. 305 стр. 5, 141149",Петрозаводск,Республика Карелия,2025-07-19 06:05:29,2025-07-25 22:57:01,2025-07-22 00:20:29,-94.61,516051.08,325898.68,190152.4,8.22,26.51,0.82,0.83,45,,Полный пакет
P-000060,2025-08-09 15:02:49,Проблемная,ИП «Самойлова»,ГК ТНС энерго,Сырье,Междугородняя,1064.13,У962АО77,ГАЗель Next,Фургон,25.0,VOD-7418,Лидия Эльдаровна Якушева,Собственный парк,"к. Приморско-Ахтарск, пр. Калинина, д. 494 к. 94, 462719",Волгоград,Волгоградская область,"г. Джубга, пр. Светлый, д. 8 к. 842, 836459",Ростов-на-Дону,Ростовская область,2025-08-02 19:40:48,2025-08-13 17:34:32,2025-08-07 23:51:26,-137.72,125375.64,76100.92,49274.72,18.55,51.36,0.74,0.99,93,,Проблема
P-000061,2025-08-11 11:08:24,Доставлена,ООО «Назаров-Федосеев»,ЗАО «Субботина»,Сырье,Междугородняя,3608.97,Е142ЕВ77,ГАЗель Next,Цистерна,10.0,VOD-2385,Ираида Святославовна Орехова,Собственный парк,"д. Рубцовск, пр. Курский, д. 8/3, 298616",Ростов-на-Дону,Ростовская область,"клх Барнаул, ш. Специалистов, д. 5 к. 3, 541337",Красноярск,Красноярский край,2025-07-01 20:12:14,2025-08-02 13:44:40,2025-08-15 21:30:17,319.76,426668.27,325642.04,101026.23,7.26,22.14,0.73,0.74,100,,Полный пакет
